,case_number,country,area,sex,age,time,month,decade
4994,1922.05.06,South Africa,Western Cape Province,M,18,morning,05,1920
4995,1922.04.26,Australia,New South Wales,M,27,unknown,04,1920
4996,1922.03.20,Jamaica,Kingston Parish,M,27,unknown,03,1920
4997,1922.03.13,Jamaica,Kingston Parish,F,14,unknown,03,1920
4998,1922.03.02,Australia,New South Wales,M,21,morning,03,1920
4999,1922.02.22.R,Australia,New South Wales,M,27,unknown,02,1920
5000,1922.02.04,Australia,New South Wales,M,18,afternoon,02,1920
5002,1922.01.15,Australia,Queensland,M,54,afternoon,01,1920
5003,1922.01.13,Australia,New South Wales,M,27,evening,01,1920
5004,1922.01.04,Australia,New South Wales,M,26,evening,01,1920
5005,1921.12.11,Australia,Queensland,M,20,unknown,12,1920
5006,1921.11.27.b,Australia,Queensland,M,8,morning,11,1920
5007,1921.11.27.a,Australia,Queensland,M,40,morning,11,1920
5009,1921.10.12,Australia,Queensland,M,27,unknown,10,1920
5010,1921.10.04,Australia,Queensland,M,22,afternoon,10,1920
5011,1921.09.00,England,Dorset,M,27,unknown,09,1920
5012,1921.08.29.R,Australia,Torres Strait,M,27,unknown,08,1920
5013,1921.08.28,Philippines,Luzon Island,M,21,afternoon,08,1920
5015,1920.11.29,Australia,Western Australia,M,27,unknown,11,1910
5016,1921.08.22,Haiti,Cape Haitien,M,27,afternoon,08,1920
5017,1920.11.22,Australia,Western Australia,M,27,unknown,11,1910
5019,1920.07.14,USA,New York,M,30,unknown,07,1910
5020,1920.07.05.R,Australia,Torres Strait,M,27,unknown,07,1910
5021,1920.06.29,USA,Florida,M,13,evening,06,1910
5023,1920.03.08,Australia,Queensland,M,20,unknown,03,1910
5024,1920.01.24.R.b,Australia,Torres Strait,M,27,unknown,01,1910
5025,1920.02.03,South Africa,Eastern Cape Province,F,18,afternoon,02,1910
5026,1920.01.24.R.a,Australia,Torres Strait,M,27,unknown,01,1910
5027,1920.01.15,Australia,New South Wales,M,12,morning,01,1910
5028,1920.00.00.b,Jamaica,Westmoreland Parish,M,27,unknown,unknown,1910
5030,1920.00.00.a,South Africa,Kwazulu-Natal,M,12,unknown,unknown,1910
5031,1919.12.30.R,Australia,Queensland,M,29,unknown,12,1910
5032,1919.12.07,Australia,New South Wales,M,47,night,12,1910
5033,1919.11.18,Australia,Northern Territory,M,27,unknown,11,1910
5034,1919.09.12,Costa Rica,Turtle Bogue,M,27,unknown,09,1910
5035,1919.08.10,USA,Florida,M,27,afternoon,08,1910
5036,1919.05.29,USA,South Carolina,M,27,afternoon,05,1910
5037,1919.04.06,USA,Florida,M,27,unknown,04,1910
5038,1919.03.16,Australia,New South Wales,M,27,afternoon,03,1910
5039,1919.01.17,Australia,New South Wales,M,27,afternoon,01,1910
5040,1919.01.15,New Zealand,South Island,F,27,afternoon,01,1910
5041,1919.01.09,Australia,New South Wales,M,13,morning,01,1910
5042,1919.01.05,Australia,Queensland,M,38,morning,01,1910
5044,1919.00.00,USA,Florida,F,27,unknown,unknown,1910
5045,1918.11.00.b,USA,Hawaii,M,27,unknown,11,1910
5046,1918.11.00.a,San Domingo,60 Miles North Of San Domingo In The West Indies,M,27,unknown,11,1910
5047,1918.09.19,Australia,Queensland,M,22,unknown,09,1910
5048,1918.03.22,Australia,New South Wales,M,27,evening,03,1910
5049,1918.00.00,Australia,Queensland,M,27,unknown,unknown,1910
5050,1917.12.15,Australia,Western Australia,M,27,night,12,1910
5051,1917.11.00,Mozambique,Maputo Province,M,27,night,11,1910
5052,1917.09.21,USA,New Jersey,M,27,unknown,09,1910
5053,1917.09.09,USA,Hawaii,M,27,unknown,09,1910
5054,1917.09.00,Panama,Colon,M,27,unknown,09,1910
5055,1917.07.18,USA,Florida,M,27,afternoon,07,1910
5056,1917.07.15,Ireland,Off Ireland,M,27,morning,07,1910
5057,1917.06.03,USA,South Carolina,M,27,unknown,06,1910
5058,1917.05.31,Philippines,Luzon Island,M,27,afternoon,05,1910
5060,1917.00.00,Libya,Mediterranean Sea,M,27,unknown,unknown,1910
5061,1916.12.30,Australia,Queensland,M,25,morning,12,1910
5062,1916.12.08.b,Australia,New South Wales,M,41,morning,12,1910
5063,1916.12.08.a,Australia,New South Wales,F,27,morning,12,1910
5065,1916.11.10,Australia,Queensland,M,27,morning,11,1910
5066,1916.11.09,Australia,Queensland,M,27,evening,11,1910
5067,1916.10.11,USA,Florida,M,27,unknown,10,1910
5068,1916.08.24,USA,Louisiana,M,27,unknown,08,1910
5069,1916.07.26,USA,North Carolina,M,27,unknown,07,1910
5070,1916.07.13.b,USA,New York,F,27,morning,07,1910
5071,1916.07.13,USA,New York,M,27,unknown,07,1910
5072,1916.07.12.c,USA,New Jersey,M,12,unknown,07,1910
5073,1916.07.12.b,USA,New Jersey,M,24,unknown,07,1910
5074,1916.07.12.a,USA,New Jersey,M,10,morning,07,1910
5076,1916.07.08,Spain,Gran Canaria,M,27,unknown,07,1910
5077,1916.07.07,Philippines,Luzon Island,M,27,unknown,07,1910
5078,1916.07.06,USA,New Jersey,M,27,afternoon,07,1910
5079,1916.07.01,USA,New Jersey,M,24,afternoon,07,1910
5080,1916.06.30,USA,New Jersey,M,11,unknown,06,1910
5082,1916.06.23,USA,Florida,M,26,unknown,06,1910
5083,1916.04.25.R,Australia,New South Wales,M,27,unknown,04,1910
5084,1916.04.03,Australia,Victoria,M,17,unknown,04,1910
5085,1916.03.19,Australia,New South Wales,M,27,afternoon,03,1910
5086,1915.12.09.R,Australia,Torres Strait,M,27,unknown,12,1910
5087,1915.11.10,Australia,Queensland,M,10,unknown,11,1910
5088,1915.11.08,Australia,New South Wales,M,27,unknown,11,1910
5089,1915.08.03,USA,Florida,M,27,unknown,08,1910
5090,1915.07.06.a.R,Mexico,Tamaulipas,M,27,unknown,07,1910
5093,1915.03.29,Australia,Torres Strait,M,27,unknown,03,1910
5094,1915.02.06,Australia,Queensland,M,27,unknown,02,1910
5095,1915.01.13,New Zealand,North Island,M,27,unknown,01,1910
5096,1915.01.01,Australia,New South Wales,M,17,unknown,01,1910
5097,1915.00.00,USA,Florida,M,27,unknown,unknown,1910
5098,1914.12.04.R,Australia,Queensland,M,27,unknown,12,1910
5099,1914.10.17,Samoa,Apolima Strait,F,27,unknown,10,1910
5100,1914.09.26.R,Jamaica,Kingston Parish,M,27,unknown,09,1910
5101,1914.09.09,USA,Louisiana,M,17,unknown,09,1910
5102,1914.07.15.R,Croatia,Zadar County,F,27,unknown,07,1910
5103,1914.07.09.R,USA,Louisiana,M,27,unknown,07,1910
5104,1914.07.07,Croatia,Primorje-Gorski Kotar County,M,27,unknown,07,1910
5105,1914.06.12,Montenegro,Adriatic Sea,M,27,morning,06,1910
5106,1914.06.10,Australia,Victoria,M,43,afternoon,06,1910
5107,1914.05.31,New Caledonia,South Province,M,27,unknown,05,1910
5108,1914.05.14,USA,Florida,F,27,afternoon,05,1910
5109,1914.03.14.R,USA,Florida,M,27,unknown,03,1910
5110,1914.03.03,USA,Hawaii,M,27,unknown,03,1910
5111,1914.02.09.R,Australia,South Australia,M,27,unknown,02,1910
5112,1914.02.03,Australia,New South Wales,M,27,unknown,02,1910
5113,1914.01.17.R,Australia,Queensland,F,27,unknown,01,1910
5114,1914.00.00,South Africa,Kwazulu-Natal,F,27,unknown,unknown,1910
5116,1913.11.27,Nigeria,Lagos,M,27,unknown,11,1910
5117,1913.11.21,Australia,Queensland,M,12,unknown,11,1910
5118,1913.09.21,USA,Florida,M,27,unknown,09,1910
5119,1913.09.03,Croatia,Istria County,M,27,unknown,09,1910
5120,1913.08.27.R,USA,New Jersey,M,27,unknown,08,1910
5123,1913.07.12,USA,South Carolina,M,27,unknown,07,1910
5124,1913.05.21,USA,Florida,M,27,unknown,05,1910
5125,1913.05.02,Australia,New South Wales,M,27,unknown,05,1910
5126,1913.03.27,Samoa,Upolu Island,M,27,unknown,03,1910
5127,1913.01.00,Australia,Torres Strait,M,27,unknown,01,1910
5128,1913.00.00.d,Reunion,Saint-Denis,M,27,unknown,unknown,1910
5129,1913.00.00.c,Reunion,5Aint-Denis,M,27,unknown,unknown,1910
5130,1913.00.00.a,Australia,Victoria,M,27,unknown,unknown,1910
5131,1912.08.30,USA,Georgia,M,12,unknown,08,1910
5132,1912.07.23,USA,South Carolina,M,27,afternoon,07,1910
5133,1912.07.06.R,Solomon Islands,Central Province,M,27,unknown,07,1910
5134,1912.05.04,South Africa,Kwazulu-Natal,M,27,unknown,05,1910
5135,1912.03.18,New Zealand,North Island,M,27,unknown,03,1910
5136,1912.02.22,Australia,Western Australia,M,27,unknown,02,1910
5137,1912.02.19,Australia,New South Wales,M,18,afternoon,02,1910
5138,1912.02.03,New Caledonia,South Province,M,27,unknown,02,1910
5139,1912.01.26,Australia,New South Wales,M,21,afternoon,01,1910
5140,1912.01.13.R,Fiji,Viti Levu Group,M,7,unknown,01,1910
5141,1912.01.06,Australia,New South Wales,M,27,unknown,01,1910
5142,1912.01.01,Australia,Queensland,M,27,morning,01,1910
5143,1912.00.00,Spain,Balearics,M,27,unknown,unknown,1910
5144,1911.11.08,USA,Florida,M,27,unknown,11,1910
5145,1911.10.26,USA,South Carolina,M,27,unknown,10,1910
5146,1911.10.25,Australia,Queensland,M,23,evening,10,1910
5147,1911.09.23,USA,Texas,M,27,morning,09,1910
5148,1911.09.20,USA,Florida,M,27,unknown,09,1910
5149,1911.09.17,USA,Florida,M,27,unknown,09,1910
5150,1911.07.31.R,Spain,Málaga,M,27,unknown,07,1910
5151,1911.07.16.R,USA,Delaware,M,27,unknown,07,1910
5152,1911.05.09,South Africa,Western Cape Province,M,64,evening,05,1910
5153,1911.05.01.R,USA,Texas,M,27,unknown,05,1910
5154,1911.05.01,South Africa,Western Cape Province,M,27,unknown,05,1910
5156,1911.03.29.R,Australia,Torres Strait,M,27,unknown,03,1910
5157,1911.01.04,Australia,Western Australia,M,22,unknown,01,1910
5158,1911.00.00.b,USA,Texas,M,27,unknown,unknown,1910
5159,1911.00.00.a,New Zealand,North Island,M,50,unknown,unknown,1910
5160,1910.12.25.R,Croatia,Primorje-Gorski Kotar County,M,27,unknown,12,1900
5161,1910.12.23.R,Australia,Western Australia,M,27,unknown,12,1900
5162,1910.11.28,North Atlantic Ocean,Georges Bank,M,27,unknown,11,1900
5163,1910.11.24,Australia,Queensland,M,27,unknown,11,1900
5166,1910.05.16.R,USA,Alabama,M,27,unknown,05,1900
5167,1910.03.31,Panama,Colón Province,M,27,unknown,03,1900
5168,1910.03.08,New Zealand,North Island,M,27,evening,03,1900
5169,1910.03.00,USA,Hawaii,M,27,unknown,03,1900
5170,1910.02.16,Australia,Western Australia,M,27,night,02,1900
5171,1910.01.26,Australia,New South Wales,M,27,unknown,01,1900
5172,1910.00.00.b,USA,Hawaii,M,27,unknown,unknown,1900
5173,1910.00.00.a,Philippines,Luzon Island,M,27,unknown,unknown,1900
5174,1909.12.26.R,USA,Florida,M,27,unknown,11,1900
5175,1909.12.15.R,Australia,New South Wales,M,27,unknown,12,1900
5176,1909.12.05,Australia,New South Wales,M,27,unknown,12,1900
5178,1909.09.04.R,USA,Delaware,M,27,unknown,09,1900
5179,1909.08.13,USA,Florida,M,27,unknown,08,1900
5180,1909.07.24,USA,New York,M,27,afternoon,07,1900
5181,1909.07.15,USA,Florida,M,16,unknown,07,1900
5182,1909.06.26.a.R,Mexico,Guerrero,F,27,unknown,06,1900
5183,1909.06.26.b.R,South Africa,Western Cape Province,M,27,unknown,06,1900
5184,1909.06.18,Australia,Queensland,M,27,unknown,06,1900
5185,1909.04.27.R,Spain,Andalucia,M,27,unknown,04,1900
5186,1909.04.10,USA,Hawaii,F,19,unknown,04,1900
5187,1909.04.09.R,Tunisia,Sfax,M,27,unknown,04,1900
5188,1909.03.06,South Africa,South Atlantic Ocean,F,27,unknown,03,1900
5192,1908.12.31,South Africa,Western Cape Province,M,16,unknown,12,1900
5193,1908.12.16.R,Mexico,Quintana Roo,M,27,unknown,12,1900
5194,1908.09.21,Australia,Torres Strait,M,27,unknown,09,1900
5195,1908.09.05,USA,California,M,27,unknown,09,1900
5196,1908.08.28.R,Spain,Galicia,M,27,unknown,08,1900
5198,1908.07.08.R,Croatia,Adriatic Sea,F,27,unknown,07,1900
5199,1908.06.18,Egypt,Gulf Of Suez,M,27,unknown,06,1900
5200,1908.06.08,USA,Georgia,M,27,unknown,06,1900
5203,1908.05.10,USA,Florida,M,27,unknown,05,1900
5204,1908.01.08,USA,Hawaii,M,27,unknown,01,1900
5205,1907.12.21,Australia,New South Wales,M,27,unknown,12,1900
5206,1907.10.18.R,Australia,Torres Strait,M,27,unknown,10,1900
5207,1907.10.16.R,China,Hong Kong,M,27,unknown,10,1900
5209,1907.10.14,Australia,New South Wales,M,27,morning,10,1900
5210,1907.10.12,Haiti,Tiburon Peninsula,M,27,unknown,10,1900
5211,1907.10.08,USA,Hawaii,M,27,morning,10,1900
5212,1907.09.18.R,England,English Channel,M,27,unknown,09,1900
5213,1907.09.11,Croatia,"Split-Dalmatia Count,",F,27,unknown,09,1900
5214,1907.08.12.b..R,Croatia,Primorje-Gorski Kotar County,F,27,unknown,08,1900
5215,1907.08.12.a..R,Croatia,Primorje-Gorski Kotar County,M,27,unknown,08,1900
5216,1907.08.08.R,USA,New Jersey,M,27,unknown,08,1900
5217,1907.07.14.R,Croatia,"Split-Dalmatia Count,",F,27,unknown,07,1900
5218,1907.07.04.R,Australia,Queensland,M,27,unknown,07,1900
5219,1907.07.00,USA,South Carolina,M,27,unknown,07,1900
5220,1907.04.20,Mexico,Oaxaca,M,27,unknown,04,1900
5221,1907.03.26,USA,Florida,M,27,unknown,03,1900
5222,1907.03.07,Malta,Harare Province,M,27,unknown,03,1900
5223,1907.02.09,Philippines,Luzon Island,M,27,unknown,02,1900
5224,1907.02.05,New Zealand,South Island,M,55,unknown,02,1900
5225,1907.02.03,Australia,Queensland,M,18,morning,02,1900
5226,1907.00.00.b,Vietnam,Khánh Hòa Province,M,20,unknown,unknown,1900
5227,1907.00.00.a,USA,Hawaii,M,27,unknown,unknown,1900
5228,1906.11.16,Jamaica,Westmoreland Parish,M,27,unknown,11,1900
5229,1906.10.10.d.R,USA,Hawaii,M,27,unknown,10,1900
5230,1906.10.10.c.R,USA,Hawaii,M,27,unknown,10,1900
5231,1906.10.10.b.R,USA,Hawaii,M,27,unknown,10,1900
5232,1906.10.10.a.R,USA,Hawaii,M,27,unknown,10,1900
5233,1906.09.27.R.b,Indonesia,Java,M,27,unknown,09,1900
5234,1906.09.27.R.a,Indonesia,Java,M,27,unknown,09,1900
5235,1906.09.05.R,Australia,Torres Strait,M,27,unknown,09,1900
5236,1906.09.00,USA,California,M,27,unknown,09,1900
5237,1906.08.20,Yemen,Aden,M,27,unknown,08,1900
5238,1906.08.04,USA,Maryland,M,27,unknown,08,1900
5239,1906.07.05.R,USA,Mississippi,M,27,unknown,07,1900
5240,1906.07.00,Mozambique,Maputo Province,M,27,unknown,07,1900
5241,1906.04.27.R,Indonesia,Maluku Province,M,27,unknown,04,1900
5242,1906.04.16,Australia,Victoria,M,27,unknown,04,1900
5243,1906.04.14,Australia,Queensland,M,17,unknown,04,1900
5245,1906.04.02.R,Australia,New South Wales,M,18,unknown,04,1900
5246,1906.02.14.R,New Zealand,North Island,M,27,unknown,02,1900
5247,1906.01.28,Australia,New South Wales,M,32,afternoon,01,1900
5248,1906.01.20,South Africa,Kwazulu-Natal,M,30,afternoon,01,1900
5249,1905.12.31,South Africa,Kwazulu-Natal,M,27,morning,12,1900
5250,1905.12.29,Australia,Western Australia,M,27,unknown,12,1900
5252,1905.09.29,Australia,New South Wales,M,27,unknown,09,1900
5253,1905.08.00.b,USA,New Jersey,M,27,unknown,08,1900
5254,1905.08.00.a,Philippines,Luzon Island,M,21,unknown,08,1900
5255,1905.07.29,USA,North Carolina,M,16,afternoon,07,1900
5257,1905.07.00,USA,North Carolina,M,27,unknown,07,1900
5258,1905.05.22,USA,Florida,M,27,unknown,05,1900
5259,1905.04.06,South Africa,Kwazulu-Natal,M,26,afternoon,04,1900
5260,1905.03.26,Australia,New South Wales,M,40,morning,03,1900
5262,1905.02.10,Australia,Victoria,M,23,unknown,02,1900
5263,1905.01.01,Australia,Victoria,M,39,unknown,01,1900
5265,1904.11.02,Philippines,Luzon Island,M,27,unknown,11,1900
5266,1904.10.11.R,Indian Ocean,Between Noumea & Sydney,M,27,unknown,10,1900
5267,1904.09.00,Cuba,Havana Province,M,27,unknown,09,1900
5268,1904.08.00,Cuba,Villa Clara Province,M,27,unknown,08,1900
5269,1904.07.28,USA,New Jersey,M,27,unknown,07,1900
5270,1904.07.27,USA,Texas,M,27,unknown,07,1900
5271,1904.07.01.R,Italy,Ancona Province,M,27,unknown,07,1900
5272,1904.02.07,Australia,Queensland,M,27,unknown,02,1900
5273,1904.02.04,New Zealand,North Island,M,30,unknown,02,1900
5274,1904.01.23,New Caledonia,South Province,M,27,unknown,01,1900
5276,1904.00.00.b,Philippines,Quezon,M,27,unknown,unknown,1900
5277,1904.00.00.a,USA,Hawaii,M,27,unknown,unknown,1900
5278,1903.10.04,Cuba,Havana Province,M,27,unknown,10,1900
5279,1903.09.16.R,USA,New Jersey,M,27,unknown,09,1900
5281,1903.06.21,Australia,New South Wales,M,27,unknown,06,1900
5282,1903.05.04,Mexico,Veracruz,M,27,unknown,05,1900
5283,1903.03.20.R,Australia,New South Wales,M,27,unknown,03,1900
5284,1903.03.12,Australia,Queensland,M,27,unknown,03,1900
5285,1903.01.10,Australia,New South Wales,M,27,unknown,01,1900
5287,1903.00.00.a,USA,Hawaii,M,27,unknown,unknown,1900
5288,1902.12.22.R,Nicaragua,Rio San Juan,M,30,evening,12,1900
5289,1902.11.10,Australia,New South Wales,M,17,afternoon,11,1900
5290,1902.11.01.R,USA,Texas,M,27,unknown,11,1900
5291,1902.08.28.R,Italy,Calabria,M,27,unknown,08,1900
5292,1902.08.24.R,Croatia,Istria County,M,27,unknown,08,1900
5293,1902.08.08,USA,Hawaii,M,27,unknown,08,1900
5294,1902.07.15,Italy,Liguria,M,27,unknown,07,1900
5295,1902.07.06,USA,New Jersey,M,27,unknown,07,1900
5296,1902.06.02,Philippines,Zamboanga Del Sur Province,M,27,unknown,06,1900
5297,1902.06.00,Egypt,Mediterranean Sea,M,27,unknown,06,1900
5298,1902.04.00,South Africa,Eastern Cape Province,M,27,unknown,04,1900
5299,1902.02.22.R,New Zealand,North Island,M,27,unknown,02,1900
5300,1902.01.25.R,Australia,New South Wales,M,27,unknown,01,1900
5301,1902.01.19.R,South Africa,Kwazulu-Natal,M,27,unknown,01,1900
5302,1902.01.19,Australia,Queensland,M,16,afternoon,01,1900
5303,1901.12.01,Australia,Queensland,M,10,unknown,12,1900
5304,1901.10.00,Philippines,Zamboanga Del Sur Province,M,27,unknown,10,1900
5305,1901.09.23.R,Cyprus,Southern Cyprus,M,16,unknown,09,1900
5306,1901.07.30,South Africa,Western Cape Province,M,29,afternoon,07,1900
5307,1901.07.17,Italy,Syracuse,M,20,unknown,07,1900
5308,1901.06.29.R,Yemen,Aden,M,27,unknown,06,1900
5309,1901.06.24,Philippines,Western Viscayas,M,27,afternoon,06,1900
5310,1901.01.30,Australia,Queensland,M,27,unknown,01,1900
5311,1901.00.00,USA,Florida,M,27,unknown,unknown,1900
5312,1900.12.27,Australia,New South Wales,M,27,unknown,12,1890
5313,1900.11.14,South Africa,Western Cape Province,M,30,unknown,11,1890
5314,1900.10.27,South Africa,Western Cape Province,M,27,unknown,10,1890
5315,1900.09.15,Australia,Queensland,M,27,unknown,09,1890
5316,1900.09.13,USA,Rhode Island,M,27,unknown,09,1890
5317,1900.09.05,USA,Hawaii,M,27,afternoon,09,1890
5318,1900.08.21,USA,North Carolina,M,27,afternoon,08,1890
5319,1900.07.31,Croatia,Primorje-Gorski Kotar County,M,27,unknown,07,1890
5320,1900.07.14,USA,Hawaii,M,27,unknown,07,1890
5322,1900.01.28,Australia,New South Wales,M,27,afternoon,01,1890
5323,1900.00.00.b,USA,Hawaii,M,27,unknown,unknown,1890
5324,1900.00.00.a,South Africa,Eastern Cape Province,M,27,morning,unknown,1890
5325,1899.12.18,Australia,Queensland,M,27,afternoon,12,1890
5327,1899.10.12.b,Libya,Mediterranean Sea,M,27,unknown,10,1890
5328,1899.10.12.a,Libya,Mediterranean Sea,M,27,unknown,10,1890
5329,1899.09.11.R,Mexico,Tamaulipas,M,27,unknown,09,1890
5330,1899.08.23.R,USA,California,M,27,unknown,08,1890
5331,1899.08.15,USA,Florida,M,15,unknown,08,1890
5332,1899.08.08.c,Egypt,Mediterranean Sea,M,9,morning,08,1890
5333,1899.08.08.b,Egypt,Mediterranean Sea,M,19,morning,08,1890
5334,1899.08.08.a,Egypt,Mediterranean Sea,M,13,morning,08,1890
5336,1899.06.07,Italy,Calabria,M,27,unknown,06,1890
5337,1899.06.02,New Zealand,North Island,M,27,unknown,06,1890
5338,1899.05.28,Philippines,Negros,M,27,unknown,05,1890
5339,1899.05.04.R,Italy,Imperia Province,M,27,unknown,05,1890
5340,1899.01.28,Australia,New South Wales,F,13,unknown,01,1890
5341,1899.00.00.c,South Africa,Kwazulu-Natal,M,27,unknown,unknown,1890
5342,1899.00.00.b,USA,Florida,M,27,unknown,unknown,1890
5343,1899.00.00.a,USA,Florida,M,27,unknown,unknown,1890
5344,1898.12.28.R,Australia,Queensland,M,27,unknown,12,1890
5345,1898.10.28,USA,Hawaii,M,27,unknown,10,1890
5348,1898.08.22,USA,New York,M,27,afternoon,08,1890
5350,1898.07.15,Yemen,Aden,M,24,afternoon,07,1890
5351,1898.07.14,Yemen,Aden,M,22,unknown,07,1890
5352,1898.07.00,Cuba,Santiago De Cuba Province,M,27,unknown,07,1890
5353,1898.06.22,New Caledonia,South Province,M,27,unknown,06,1890
5354,1898.04.13,Fiji,Muala,M,27,unknown,04,1890
5356,1898.00.00.f,USA,South Carolina,M,15,unknown,unknown,1890
5357,1898.00.00.e,Cuba,Santiago De Cuba Province,M,27,unknown,unknown,1890
5358,1898.00.00.d,Jamaica,Kingston Parish,F,27,unknown,unknown,1890
5359,1898.00.00.c,Cuba,Camaguey Province,M,27,unknown,unknown,1890
5360,1898.00.00.b,USA,Florida,M,27,unknown,unknown,1890
5361,1898.00.00.a,Yemen,Aden,M,27,unknown,unknown,1890
5362,1898.00.00 g,USA,Hawaii,M,27,unknown,unknown,1890
5363,1897.12.04.R,USA,East Coast,M,27,unknown,12,1890
5364,1897.10.15,Mexico,Vera Cruz,M,27,unknown,10,1890
5366,1897.09.17,USA,Rhode Island,M,27,afternoon,09,1890
5367,1897.09.06,USA,South Carolina,M,27,unknown,09,1890
5368,1897.07.21,South Africa,Kwazulu-Natal,M,27,morning,07,1890
5371,1897.03.15.a.R,USA,Massachusetts,M,27,unknown,03,1890
5374,1896.12.23,Australia,Victoria,M,27,night,12,1890
5375,1896.12.20,New Zealand,North Island,M,26,unknown,12,1890
5376,1896.12.17.R,New Zealand,South Island,M,27,unknown,12,1890
5377,1896.11.29,Australia,Western Australia,M,27,unknown,11,1890
5378,1896.11.01,Australia,Western Australia,M,27,unknown,11,1890
5380,1896.07.25,USA,Hawaii,M,35,morning,07,1890
5381,1896.06.21.R,USA,South Carolina,M,27,unknown,06,1890
5382,1896.01.11,Australia,New South Wales,M,11,afternoon,01,1890
5383,1896.00.00.b,USA,Florida,M,27,unknown,unknown,1890
5384,1896.00.00.a,Haiti,Off Cape Haitien,M,15,unknown,unknown,1890
